"DISSEMINATION_ID","ORIGINAL_DISSEMINATION_ID","ACTION","EXECUTION_TIMESTAMP","CLEARED","INDICATION_OF_COLLATERALIZATION","INDICATION_OF_END_USER_EXCEPTION","INDICATION_OF_OTHER_PRICE_AFFECTING_TERM","BLOCK_TRADES_AND_LARGE_NOTIONAL_OFF-FACILITY_SWAPS","EXECUTION_VENUE","EFFECTIVE_DATE","END_DATE","DAY_COUNT_CONVENTION","SETTLEMENT_CURRENCY","ASSET_CLASS","SUB-ASSET_CLASS_FOR_OTHER_COMMODITY","TAXONOMY","PRICE_FORMING_CONTINUATION_DATA","UNDERLYING_ASSET_1","UNDERLYING_ASSET_2","PRICE_NOTATION_TYPE","PRICE_NOTATION","ADDITIONAL_PRICE_NOTATION_TYPE","ADDITIONAL_PRICE_NOTATION","NOTIONAL_CURRENCY_1","NOTIONAL_CURRENCY_2","ROUNDED_NOTIONAL_AMOUNT_1","ROUNDED_NOTIONAL_AMOUNT_2","PAYMENT_FREQUENCY_1","PAYMENT_FREQUENCY_2","RESET_FREQUENCY_1","RESET_FREQUENCY_2","EMBEDED_OPTION","OPTION_STRIKE_PRICE","OPTION_TYPE","OPTION_FAMILY","OPTION_CURRENCY","OPTION_PREMIUM","OPTION_LOCK_PERIOD","OPTION_EXPIRATION_DATE","PRICE_NOTATION2_TYPE","PRICE_NOTATION2","PRICE_NOTATION3_TYPE","PRICE_NOTATION3"
"41958378","41936361","CORRECT","2016-02-08T21:04:57","U","PC","","N","N","OFF","2018-11-23","2048-11-23"," 30/360","USD","IR","","InterestRate:Option:Swaption","Termination","FIXED","USD-LIBOR-BBA","Percent","2.74","USD","1,250,000","USD","USD","100,000,000","100,000,000","6M","3M","","3M","","2.74","PF","EU","","0","","2016-05-20","","","",""
"41958379","","NEW","2016-02-09T14:26:53","C","","","N","N","ON","2016-02-10","2021-02-03"," ACT/360","MXN","IR","","InterestRate:IRSwap:FixedFloat","Trade","MXN-TIIE-Banxico","FIXED","Percent","5.07","","","MXN","MXN","800,000,000","800,000,000","28D","28D","28D","","","","","","","","","","","","",""
"41958383","","NEW","2016-02-09T14:23:49","U","UC","","N","N","ON","2016-02-11","2026-02-11"," 1/1","USD","IR","","InterestRate:IRSwap:Inflation","Trade","USA-CPI-U","FIXED","Percent","1.5","","","USD","USD","50,000,000","50,000,000","1T","1T","","","","","","","","","","","","","",""
"41958386","","NEW","2016-02-09T14:26:36","U","UC","","N","N","OFF","2019-07-15","2021-07-15"," 30/360","EUR","IR","","InterestRate:Option:Swaption","Termination","EUR-EURIBOR-Reuters","FIXED","Percent","0.7","","","EUR","EUR","3,000,000","3,000,000","6M","1Y","6M","","","0.7","RF","EU","","","","2016-07-12","","","",""
"41958388","","NEW","2016-02-09T14:24:38","U","PC","","N","N","ON","2016-02-11","2026-02-11"," 1/1","USD","IR","","InterestRate:IRSwap:Inflation","Trade","USA-CPI-U","FIXED","Percent","1.5","","","USD","USD","25,000,000","25,000,000","1T","1T","","","","","","","","","","","","","",""
"41958393","","NEW","2016-02-09T14:27:13","C","","","N","N","ON","2016-02-10","2018-02-07"," ACT/360","MXN","IR","","InterestRate:IRSwap:FixedFloat","Trade","MXN-TIIE-Banxico","FIXED","Percent","4.22","","","MXN","MXN","950,000,000","950,000,000","28D","28D","28D","","","","","","","","","","","","",""
"41958395","41958366","CANCEL","2016-02-09T14:25:14","C","","","N","N","OFF","2016-02-11","2017-01-11"," ACT/360","USD","IR","","InterestRate:IRSwap:OIS","Trade","USD-Federal Funds-H.15-OIS-COMPOUND","FIXED","Percent","0.29","","","USD","USD","100,000,000","100,000,000","1T","1T","1T","","","","","","","","","","","","",""
"41958396","41958366","CORRECT","2016-02-09T14:25:14","C","","","N","N","OFF","2016-02-11","2017-01-11"," ACT/360","USD","IR","","InterestRate:IRSwap:OIS","Trade","USD-Federal Funds-H.15-OIS-COMPOUND","FIXED","Percent","0.39","","","USD","USD","100,000,000","100,000,000","1T","1T","1T","","","","","","","","","","","","",""
"41958397","","NEW","2016-02-09T14:09:11","C","","","N","N","OFF","2016-02-10","2046-02-10"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","2.119","","","USD","USD","3,000,000","3,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41958926","41933983","CANCEL","2016-02-08T20:27:30","U","PC","N","N","N","","2021-12-07","2026-12-07"," 30/360","USD","IR","","InterestRate:Option:Swaption","Trade","FIXED","USD-LIBOR-BBA","Percent","3.4","","","USD","USD","39,000,000","39,000,000","6M","3M","","3M","","3.4","PF","EU","USD","99,236.64122","","2016-12-05","","","",""
"41958929","41933588","CANCEL","2016-02-08T20:26:42","U","PC","N","N","Y","","2021-02-22","2026-02-22"," 30/360","USD","IR","","InterestRate:Option:Swaption","Trade","FIXED","USD-LIBOR-BBA","Percent","2.5","","","USD","USD","240,000,000","240,000,000","6M","3M","","3M","","2.5","RF","EU","USD","2,635,514.01869","","2016-02-18","","","",""
"41958930","41952446","CANCEL","2016-02-09T10:45:44","U","FC","","N","N","","2017-10-16","2019-10-16"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","FIXED","USD-LIBOR-BBA","Percent","1.18","","","USD","USD","130,000,000","130,000,000","6M","3M","","3M","","","","","","","","","","","",""
"41958931","","NEW","2016-02-09T08:53:41","U","PC","","N","Y","ON","2016-02-11","2018-02-11"," ACT/360","USD","IR","","InterestRate:CrossCurrency:Basis","Amendment","USD-LIBOR-BBA","CAD-BA-CDOR","","","","","USD","CAD","179,726,815","250,000,000","3M","3M","3M","3M","","","","","","","","","Percent","-0.145","",""
"41958932","41958107","CANCEL","2016-02-09T12:30:43","C","PC","N","N","N","OFF","2026-02-05","2031-02-05"," 30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Trade","FIXED","EUR-EURIBOR-Reuters","Percent","1.821","EUR","293,000","EUR","EUR","40,000,000","40,000,000","12M","6M","","6M","","","","","","","","","","","",""
"41958933","41958107","CORRECT","2016-02-09T12:30:43","C","FC","N","Y","N","OFF","2026-02-05","2031-02-05"," 30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Trade","FIXED","EUR-EURIBOR-Reuters","Percent","1.821","","","EUR","EUR","40,000,000","40,000,000","12M","6M","","6M","","","","","","","","","","","",""
"41958934","41948314","CANCEL","2016-02-09T08:34:48","C","","","N","N","","2016-03-10","2020-10-16"," 30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Trade","FIXED","EUR-EURIBOR-Reuters","Percent","0.0027","","","EUR","EUR","110,000,000","110,000,000","1Y","6M","","6M","","","","","","","","","","","",""
"41958935","","NEW","2015-03-13T18:33:20","U","PC","","N","N","OFF","2015-03-17","2016-02-09"," ACT/360","CLF","IR","","InterestRate:CrossCurrency:FixedFloat","Amendment","FIXED","FIXED","Percent","0","","","CLF","CLP","500,000","12,705,000,000","1T","1T","","","","","","","","","","","","","",""
"41958936","41952447","CANCEL","2016-02-09T10:45:51","U","FC","","N","N","","2017-10-16","2027-10-16"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","FIXED","USD-LIBOR-BBA","Percent","2.01","","","USD","USD","28,000,000","28,000,000","6M","3M","","3M","","","","","","","","","","","",""
"41958944","","NEW","2016-02-09T13:52:13","U","PC","","Y","N","OFF","2016-02-09","2019-11-13"," ACT/360","CHF","IR","","InterestRate:CapFloor","Trade","CHF-LIBOR-BBA","","Percent","3.32","","","CHF","","25,000,000","","6M","","6M","","","0.0332","F-","","","","","","","","",""
"41958945","","NEW","2016-02-09T13:30:54","C","PC","N","N","N","OFF","2021-01-14","2026-01-14"," 30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Trade","FIXED","EUR-EURIBOR-Reuters","Percent","1.532","EUR","2,388,737.33437","EUR","EUR","130,000,000","130,000,000","12M","6M","","6M","","","","","","","","","","","",""
"41958946","","NEW","2016-02-09T13:30:56","C","PC","N","N","N","OFF","2026-01-14","2031-01-14"," 30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Trade","FIXED","EUR-EURIBOR-Reuters","Percent","2.14","EUR","3,259,359.4306","EUR","EUR","140,000,000","140,000,000","12M","6M","","6M","","","","","","","","","","","",""
"41958947","","NEW","2016-02-09T13:33:00","U","FC","N","N","N","OFF","2016-03-31","2022-01-31"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","FIXED","USD-LIBOR-BBA","Percent","1.2627","","","USD","USD","150,000,000","150,000,000","6M","3M","","3M","","","","","","","","","","","",""
"41958948","","NEW","2016-02-09T13:42:50","C","PC","N","N","N","OFF","2015-12-15","2045-12-15"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","FIXED","USD-LIBOR-BBA","Percent","2.564","USD","5,265,000","USD","USD","50,000,000","50,000,000","6M","3M","","3M","","","","","","","","","","","",""
"41958949","","NEW","2016-02-09T13:33:00","U","FC","N","N","N","OFF","2016-03-31","2022-11-30"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","FIXED","USD-LIBOR-BBA","Percent","1.36","","","USD","USD","130,000,000","130,000,000","6M","3M","","3M","","","","","","","","","","","",""
"41958950","","NEW","2016-02-09T13:58:14","C","","","N","N","OFF","2016-03-16","2025-12-17"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.94837","","","USD","USD","80,000,000","80,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41958951","","NEW","2016-02-09T13:58:08","C","","","N","N","OFF","2016-03-16","2020-12-16"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.13","USD","6,854,383.73571","USD","USD","160,000,000","160,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41958952","","NEW","2016-02-09T13:56:47","U","PC","","N","Y","OFF","2016-03-16","2036-03-16"," 30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Amendment","FIXED","EUR-EURIBOR-Reuters","Percent","1.5","","","EUR","EUR","110,000,000+","110,000,000+","1Y","6M","","6M","","","","","","","","","Percent","0","",""
"41958953","","NEW","2016-02-09T13:56:47","U","PC","","N","Y","OFF","2016-03-16","2036-03-16"," 30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Amendment","FIXED","EUR-EURIBOR-Reuters","Percent","1.5","","","EUR","EUR","110,000,000+","110,000,000+","1Y","6M","","6M","","","","","","","","","Percent","0","",""
"41958955","","NEW","2016-02-09T13:58:11","C","","","N","Y","OFF","2016-03-31","2022-11-30"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","FIXED","USD-LIBOR-BBA","Percent","1.98219","","","USD","USD","170,000,000+","170,000,000+","6M","3M","","3M","","","","","","","","","","","",""
"41958960","","NEW","2016-02-09T13:51:45","C","UC","N","N","N","OFF","2020-12-16","2025-12-16"," ACT/365.FIXED","CAD","IR","","InterestRate:IRSwap:FixedFloat","Trade","FIXED","CAD-BA-CDOR","Percent","1.99","","","CAD","CAD","89,000,000","89,000,000","6M","6M","","3M","","","","","","","","","Percent","0","",""
"41958961","","NEW","2016-02-09T14:35:40","C","","","N","N","OFF","2016-02-11","2017-02-11"," ACT/360","EUR","IR","","InterestRate:IRSwap:OIS","Trade","EUR-EONIA-OIS-COMPOUND","FIXED","Percent","-0.424","","","EUR","EUR","400,000,000","400,000,000","1Y","1Y","1Y","","","","","","","","","","","","",""
"41958966","","NEW","2016-02-09T13:57:56","U","PC","","Y","N","OFF","2016-02-09","2019-11-13"," ACT/360","CHF","IR","","InterestRate:CapFloor","Trade","CHF-LIBOR-BBA","","Percent","3.32","","","CHF","","25,000,000","","6M","","6M","","","0.0332","PC","","","","","","","","",""
"41961182","","NEW","2016-02-09T15:09:27","C","","","N","N","OFF","2016-02-11","2026-02-11"," 30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Trade","EUR-EURIBOR-Reuters","FIXED","Percent","0.617","","","EUR","EUR","26,000,000","26,000,000","6M","1Y","6M","","","","","","","","","","","","",""
"41961191","41960462","CANCEL","2016-02-09T15:05:43","C","","","N","N","ON","2016-02-11","2026-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.6475","","","USD","USD","30,000,000","30,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41961192","41960462","CORRECT","2016-02-09T15:05:43","C","","","N","N","ON","2016-02-11","2026-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.6475","","","USD","USD","30,000,000","30,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41961718","","NEW","2016-02-09T15:12:39","C","","","N","N","OFF","2015-09-08","2017-09-08"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","0.8532","USD","61,735.49369","USD","USD","39,000,000","39,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41961719","","NEW","2016-02-09T15:13:02","U","UC","","N","N","OFF","2016-03-16","2026-03-16"," ACT/360","EUR","IR","","InterestRate:CrossCurrency:Basis","Termination","EUR-EURIBOR-Reuters","USD-LIBOR-BBA","Percent","-0.3825","USD","53,534.48276","EUR","EUR","46,000,000","46,000,000","3M","3M","3M","3M","","","","","","","","","","","",""
"41961720","","NEW","2016-02-09T15:12:39","C","","","N","N","OFF","2015-12-07","2017-12-07"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.1429","","","USD","USD","15,000,000","15,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41959491","","NEW","2016-02-09T14:46:19","C","","","N","Y","OFF","2010-09-16","2020-09-16"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Amendment","USD-LIBOR-BBA","FIXED","Percent","4.36","","","USD","USD","170,000,000+","170,000,000+","3M","6M","3M","","","","","","","","","","","","",""
"41962366","","NEW","2016-02-09T15:24:44","C","UC","N","N","N","ON","2016-02-11","2021-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","FIXED","USD-LIBOR-BBA","Percent","1.135","","","USD","USD","50,000,000","50,000,000","6M","3M","","3M","","","","","","","","","","","",""
"41962367","","NEW","2016-02-09T15:18:42","C","","","N","N","ON","2016-02-10","2020-02-05"," ACT/360","MXN","IR","","InterestRate:IRSwap:FixedFloat","Trade","MXN-TIIE-Banxico","FIXED","Percent","4.81","","","MXN","MXN","100,000,000","100,000,000","28D","28D","28D","","","","","","","","","","","","",""
"41962368","41962328","CANCEL","2016-02-09T15:21:51","C","","","N","N","OFF","2016-02-09","2024-02-09"," ACT/365.FIXED","GBP","IR","","InterestRate:IRSwap:FixedFloat","Trade","GBP-LIBOR-BBA","FIXED","Percent","1.2325","GBP","1,753,846.15385","GBP","GBP","20,000,000","20,000,000","6M","6M","6M","","","","","","","","","","","","",""
"41962369","41962328","CORRECT","2016-02-09T15:21:51","C","","","N","N","OFF","2013-07-15","2023-07-15"," ACT/365.FIXED","GBP","IR","","InterestRate:IRSwap:FixedFloat","Trade","GBP-LIBOR-BBA","FIXED","Percent","2.428","GBP","1,753,846.15385","GBP","GBP","20,000,000","20,000,000","6M","6M","6M","","","","","","","","","","","","",""
"41962370","","NEW","2016-02-09T15:25:12","C","","","N","N","ON","2016-02-11","2046-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","2.14134","","","USD","USD","25,000,000","25,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41962372","","NEW","2016-02-09T15:25:12","C","","","N","N","ON","2016-02-11","2026-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.65472","","","USD","USD","62,000,000","62,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41962378","","NEW","2016-02-09T15:25:05","C","","","N","N","ON","2016-02-11","2026-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.679","","","USD","USD","56,000,000","56,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41962379","","NEW","2016-02-09T15:25:17","C","","","N","N","ON","2016-02-11","2021-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.139","","","USD","USD","26,000,000","26,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41962382","","NEW","2016-02-09T15:25:22","C","","","N","N","ON","2016-02-10","2026-01-28"," ACT/360","MXN","IR","","InterestRate:IRSwap:FixedFloat","Trade","MXN-TIIE-Banxico","FIXED","Percent","5.98","","","MXN","MXN","230,000,000","230,000,000","28D","28D","28D","","","","","","","","","","","","",""
"41962383","","NEW","2016-02-09T15:24:43","C","","","N","N","OFF","2016-02-11","2017-02-11"," ACT/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Trade","EUR-EURIBOR-Reuters","FIXED","Percent","-0.259","","","EUR","EUR","200,000,000","200,000,000","3M","1Y","3M","","","","","","","","","","","","",""
"41960736","","NEW","2016-02-09T15:02:16","U","UC","","N","N","ON","2016-02-10","2021-02-03"," ACT/360","MXN","IR","","InterestRate:IRSwap:FixedFloat","Trade","MXN-TIIE-Banxico","FIXED","Percent","5.07","","","MXN","MXN","600,000,000","600,000,000","28D","28D","28D","","","","","","","","","","","","",""
"41960742","","NEW","2016-02-09T15:07:16","U","FC","","N","N","ON","2016-02-11","2017-02-11"," ACT/360","EUR","IR","","InterestRate:CrossCurrency:Basis","Trade","EUR-EURIBOR-Reuters","USD-LIBOR-BBA","Percent","-0.3475","","","EUR","USD","248,491,303","280,000,000","3M","3M","3M","3M","","","","","","","","","","","",""
"41960744","","NEW","2016-02-09T07:57:47","C","","","N","N","OFF","2016-08-31","2021-08-31"," 30/360","SEK","IR","","InterestRate:IRSwap:FixedFloat","Novation","SEK-STIBOR-SIDE","FIXED","Percent","0.9325","SEK","284,756.2643","SEK","SEK","12,000,000","12,000,000","3M","1Y","3M","","","","","","","","","","","","",""
"41961755","","NEW","2016-02-09T15:15:21","U","UC","Y","N","N","OFF","2016-03-09","2020-03-09"," ACT/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","FIXED","USD-LIBOR-BBA","Percent","0.979","","","USD","USD","14,000,000","14,000,000","1M","1M","","1M","","","","","","","","","","","",""
"41961759","","NEW","2016-02-09T15:15:37","C","","","N","N","ON","2016-02-10","2016-07-27"," ACT/360","MXN","IR","","InterestRate:IRSwap:FixedFloat","Trade","MXN-TIIE-Banxico","FIXED","Percent","3.745","","","MXN","MXN","4,000,000,000","4,000,000,000","28D","28D","28D","","","","","","","","","","","","",""
"41959520","","NEW","2016-02-09T14:46:58","C","","","N","Y","OFF","2009-08-05","2019-08-05"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Amendment","USD-LIBOR-BBA","FIXED","Percent","4.065","","","USD","USD","170,000,000+","170,000,000+","3M","6M","3M","","","","","","","","","","","","",""
"41961687","","NEW","2016-02-09T15:02:00","U","FC","","N","Y","OFF","2016-10-14","2017-01-14"," ACT/360","USD","IR","","InterestRate:IRSwap:OIS","Trade","FIXED","USD-Federal Funds-H.15","Percent","0.4225","","","USD","USD","2,100,000,000+","2,100,000,000+","1T","1T","","1D","","","","","","","","","","","",""
"41961780","","NEW","2016-02-09T15:16:00","U","FC","","N","N","ON","2016-11-11","2026-11-11"," 30/360","EUR","IR","","InterestRate:Option:Swaption","Trade","EUR-EURIBOR-Reuters","FIXED","Percent","0.751","","","EUR","EUR","29,000,000","29,000,000","6M","1Y","6M","","","0.751","D-","EU","EUR","1,305,000","","2016-11-09","","","",""
"41961789","","NEW","2016-02-09T15:16:14","U","PC","","N","N","ON","2017-02-13","2027-02-13"," 30/360","EUR","IR","","InterestRate:Option:Swaption","Trade","EUR-EURIBOR-Reuters","FIXED","Percent","0.798","","","EUR","EUR","25,000,000","25,000,000","6M","1Y","6M","","","0.798","D-","EU","EUR","1,307,500","","2017-02-09","","","",""
"41961796","","NEW","2016-02-09T15:09:43","U","UC","","N","N","OFF","2017-02-13","2027-02-13"," 30/360","USD","IR","","InterestRate:Option:Swaption","Trade","FIXED","USD-LIBOR-BBA","Percent","1.825","","","USD","USD","100,000,000","100,000,000","6M","3M","","3M","","1.825","PF","EU","USD","3,350,000","","2017-02-09","","","",""
"41961797","","NEW","2016-02-09T15:11:58","U","UC","","N","N","OFF","2017-02-13","2027-02-13"," 30/360","USD","IR","","InterestRate:Option:Swaption","Trade","FIXED","USD-LIBOR-BBA","Percent","1.825","","","USD","USD","100,000,000","100,000,000","6M","3M","","3M","","1.825","RF","EU","USD","3,350,000","","2017-02-09","","","",""
"41961798","","NEW","2016-02-09T15:16:02","U","PC","","N","N","OFF","2015-05-27","2020-05-27"," ACT/365.FIXED","CAD","IR","","InterestRate:IRSwap:FixedFloat","Trade","FIXED","CAD-BA-CDOR","Percent","1.45","","","CAD","CAD","60,000,000","60,000,000","6M","6M","","3M","","","","","","","","","","","",""
"41961806","","NEW","2016-02-09T15:16:35","C","","","N","N","ON","2018-02-02","2019-02-02"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.3685","USD","28,551.44144","USD","USD","11,000,000","11,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41962387","","NEW","2016-01-26T15:36:46","U","PC","","N","N","OFF","2012-07-05","2022-07-01","","USD","IR","","InterestRate:Exotic","Amendment","USD BMA MANUAL","","Percent","4.5","","","USD","","13,000,000","","","","","","","","","","","","","","","","",""
"41962391","","NEW","2016-02-09T15:25:39","C","","","N","N","ON","2016-02-10","2021-02-03"," ACT/360","MXN","IR","","InterestRate:IRSwap:FixedFloat","Trade","MXN-TIIE-Banxico","FIXED","Percent","5.065","","","MXN","MXN","400,000,000","400,000,000","28D","28D","28D","","","","","","","","","","","","",""
"41962405","","NEW","2016-02-09T15:25:49","C","","","N","N","ON","2016-02-11","2018-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","0.75","","","USD","USD","40,000,000","40,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41961807","","NEW","2016-02-09T15:16:35","C","","","N","N","ON","2015-06-16","2020-06-16"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.862","USD","1,297,500","USD","USD","35,000,000","35,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41961808","","NEW","2016-02-09T15:16:35","C","","","N","N","ON","2018-02-02","2019-02-02"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.3685","USD","256,958.77157","USD","USD","99,000,000","99,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41961812","","NEW","2016-02-09T15:16:35","C","","","N","N","ON","2015-06-16","2020-06-16"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.862","USD","222,428","USD","USD","6,000,000","6,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41961827","","NEW","2016-02-09T15:16:57","U","UC","","N","N","OFF","2016-03-16","2026-03-16"," ACT/360","EUR","IR","","InterestRate:CrossCurrency:Basis","Termination","EUR-EURIBOR-Reuters","USD-LIBOR-BBA","Percent","-0.375","","","EUR","EUR","49,000,000","49,000,000","3M","3M","3M","3M","","","","","","","","","","","",""
"41961836","","NEW","2016-02-09T15:17:19","C","","","N","N","ON","2016-02-10","2026-01-28"," ACT/360","MXN","IR","","InterestRate:IRSwap:FixedFloat","Trade","MXN-TIIE-Banxico","FIXED","Percent","5.98","","","MXN","MXN","200,000,000","200,000,000","28D","28D","28D","","","","","","","","","","","","",""
"41962415","","NEW","2016-02-09T15:13:33","C","","","N","N","OFF","2016-02-11","2026-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.6261","USD","34,905.66038","USD","USD","5,000,000","5,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41962416","","NEW","2016-02-02T14:43:24","U","PC","","N","N","OFF","2017-12-01","2047-12-01"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Amendment","FIXED","USD TLOCK MANUAL","Percent","0","","","USD","USD","50,000,000","50,000,000","6M","6M","","3M","","","","","","","","","Percent","2.921","",""
"41962424","","NEW","2016-02-09T15:13:36","C","","","N","N","OFF","2016-02-05","2026-02-05"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","FIXED","USD-LIBOR-BBA","Percent","1.6965","","","USD","USD","5,000,000","5,000,000","6M","3M","","3M","","","","","","","","","","","",""
"41961602","","NEW","2016-02-09T15:12:12","C","","","N","Y","ON","2016-02-11","2026-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.6225","","","USD","USD","170,000,000+","170,000,000+","3M","6M","3M","","","","","","","","","","","","",""
"41961603","","NEW","2016-02-09T15:12:12","C","","","N","Y","ON","2016-02-11","2026-11-20"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.6764","USD","2,424.24242","USD","USD","120,000,000+","120,000,000+","3M","6M","3M","","","","","","","","","","","","",""
"41962436","","NEW","2016-02-09T15:15:19","U","PC","","N","N","OFF","2026-02-11","2046-02-11"," 30/360","USD","IR","","InterestRate:Option:Swaption","Trade","FIXED","USD-LIBOR-BBA","Percent","4.5","","","USD","USD","15,000,000","15,000,000","6M","3M","","3M","","4.5","PF","EU","","0","","2026-02-09","","","",""
"41962437","","NEW","2016-02-09T15:15:13","C","","","N","N","OFF","2026-02-11","2046-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","2.4725","","","USD","USD","7,000,000","7,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41962438","","NEW","2016-02-09T14:42:21","U","PC","N","N","N","OFF","2018-02-07","2019-02-06"," ACT/360","MXN","IR","","InterestRate:IRSwap:FixedFloat","Trade","FIXED","MXN-TIIE-Banxico","Percent","5.135","","","MXN","MXN","490,000,000","490,000,000","28D","28D","","28D","","","","","","","","","","","",""
"41962439","","NEW","2016-02-09T14:41:34","U","PC","N","N","N","OFF","2017-02-08","2018-02-07"," ACT/360","MXN","IR","","InterestRate:IRSwap:FixedFloat","Trade","FIXED","MXN-TIIE-Banxico","Percent","4.52","","","MXN","MXN","230,000,000","230,000,000","28D","28D","","28D","","","","","","","","","","","",""
"41962440","","NEW","2016-02-09T14:43:18","U","PC","N","N","N","OFF","2019-02-06","2020-02-05"," ACT/360","MXN","IR","","InterestRate:IRSwap:FixedFloat","Trade","FIXED","MXN-TIIE-Banxico","Percent","5.75","","","MXN","MXN","250,000,000","250,000,000","28D","28D","","28D","","","","","","","","","","","",""
"41962445","","NEW","2016-02-09T15:26:26","C","","","N","N","OFF","2026-02-11","2046-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","2.4725","","","USD","USD","7,000,000","7,000,000","3M","6M","3M","","","","","","","","","","","","",""
